2021-02-15 19:05:17, 0, 0, 0
2021-02-15 19:06:00, 6, 2, 4
2021-02-15 19:07:00, 26, 12, 14
2021-02-15 19:08:00, 31, 15, 16
2021-02-15 19:09:00, 40, 20, 20
2021-02-15 19:10:00, 50, 27, 23
2021-02-15 19:11:00, 67, 29, 38
2021-02-15 19:15:01, 0, 0, 0
2021-02-15 19:16:00, 10, 3, 7
2021-02-15 19:17:00, 27, 13, 14
2021-02-15 19:18:00, 33, 16, 17
2021-02-15 19:19:00, 44, 23, 21
